1 729315 0.045185 0.144366
2 729315 0.023200 0.083003
4 729315 0.015992 0.058071
8 729315 0.010024 0.037656
16 729315 0.005921 0.027004
32 729315 0.002900 0.029659
64 729315 0.002167 0.077795
