1 4885560 0.299543 0.976996
2 4885560 0.181991 0.550884
4 4885560 0.095921 0.300579
8 4885560 0.056393 0.184429
16 4885560 0.030530 0.108472
32 4885560 0.051593 0.110446
64 4885560 0.025119 0.106271
