1 17900 0.001036 0.003465
2 17900 0.000729 0.003354
4 17900 0.000547 0.003667
8 17900 0.000347 0.003520
16 17900 0.000261 0.003594
32 17900 0.000211 0.004434
64 17900 0.000205 0.013668
