1 102320 0.006521 0.020587
2 102320 0.003758 0.013395
4 102320 0.003051 0.013003
8 102320 0.001713 0.012377
16 102320 0.001082 0.009673
32 102320 0.000570 0.007980
64 102320 0.000472 0.025812
